"genus_species","site_name","resident","broods","broodsNum","wintering","weedy","hostgenera","hostfamily","range","wingspan","extirpated","mean_dff","sd_dff","mean_dlf","sd_dlf","diet_breadth"
"Vanessa virginiensis","Lang Crossing","no","multiple",3,"no",0,2,1,5075310.833,50.5,"no",194.9487179,43.62697664,244.025641,32.51840546,"two"
"Vanessa virginiensis","North Sacramento","yes","multiple",3,"adult",0,1,1,5075310.833,50.5,"no",146.5333333,55.01644477,254.6333333,60.9875529,"one"
"Vanessa virginiensis","Rancho Cordova","yes","multiple",3,"adult",0,2,1,5075310.833,50.5,"no",162.3076923,91.85077083,174.7692308,92.42848934,"two"
"Vanessa virginiensis","Sierra Valley","no","multiple",3,"no",0,2,1,5075310.833,50.5,"no",204.7,64.04000486,223,65.51674934,"two"
"Vanessa virginiensis","Suisun Marsh","yes","multiple",3,"adult",0,3,1,5075310.833,50.5,"no",186.2142857,101.9986264,188.2857143,99.24439808,"multiple"
"Vanessa virginiensis","Washington","yes","multiple",3,"adult",0,2,1,5075310.833,50.5,"no",176.4642857,57.38207369,231.6666667,57.24710271,"two"
"Vanessa virginiensis","West Sacramento","yes","multiple",3,"adult",0,1,1,5075310.833,50.5,"no",213.3333333,75.70006605,212,70.39531234,"one"
"Zerene eurydice","Gates Canyon","yes","two",2,"adult",0,1,1,291627.4393,52.5,"no",152.7272727,78.06291169,169.0909091,80.7507951,"one"
"Zerene eurydice","Lang Crossing","no","one",1,"pupa",0,NA,1,291627.4393,52.5,"no",NA,NA,NA,NA,NA
"Zerene eurydice","North Sacramento","no","two",2,NA,0,1,1,291627.4393,52.5,"no",131.6,42.03490613,163.4,52.32420303,"one"
"Zerene eurydice","Rancho Cordova","no","two",2,"no",0,1,1,291627.4393,52.5,"no",125,50.21288015,125,48.53177653,"one"
"Zerene eurydice","Suisun Marsh","no","two",2,"no",0,1,1,291627.4393,52.5,"no",159.25,71.72807447,156.5,75.72538104,"one"
"Zerene eurydice","Washington",NA,"one",1,"adult",0,1,1,291627.4393,52.5,"no",155.3125,61.70869064,185.125,72.63229309,"one"
"Zerene eurydice","West Sacramento","no","two",2,"adult",0,1,1,291627.4393,52.5,"no",186.3333333,70.76345573,191.1666667,67.80978297,"one"
